B cells,naive B cells,non-switched memory B cells,class-switched memory B cells,T cells,CD4 T cells,Th cells,naive Th cells,CM Th cells,EM Th cells,TEMRA Th cells,CD8 T cells,naive CD8 T cells,CM CD8 T cells,EM CD8 T cells,TEMRA CD8 T cells,Treg cells,naive Treg cells,activated Treg cells,neutrophils,eosinophils,platelets,CD56+ NKT,CD16+ NKT,basophils,CD56++ NK,CD16+CD56+ NK,CD14+ monocytes,CD14+CD16+ monocytes,CD16+ monocytes,pDC,mDC,target
0.249461704,0.4,0.122222222,0.086956522,0.342973264,0.500596983,0.497087498,0.189901556,0.605270779,0.568336862,0.488967343,0.209797577,0.042384723,0.522813688,0.306255213,0.107124937,0.533512064,0.143459916,0.593613024,0.00659691,0.090230665,0.005704763,0.215541922,0.464204974,0.002849003,0.037037037,0.001645413,0.077171572,0.217391304,0.041165294,0.025641026,0.011627907,CD150
0.025363825,0.010436433,0.021148036,0.049286641,0.076424254,0.044781699,0.046537162,0.012784091,0.02822748,0.057917437,0.182006205,0.133313914,0.031649832,0.056701031,0.14092827,0.18372457,0.02969562,0.016759777,0.032229965,0.351732001,0.920298879,0.993224495,0.327553889,0.115816941,0.972826087,0.140350877,0.116059379,0.998191027,1,0.838206628,0.767676768,0.739690722,CD151
0.018560822,0.025220681,0.026052104,0.007252947,0.004797428,0.004528715,0.003982053,0.005110733,0.004733105,0.002215821,0.003144654,0.005499967,0.01052236,0.012987013,0.002029347,0.005622837,0.009373458,0.004048583,0.009798271,0.198892787,0.317548747,0.075815934,0.051529791,0.011049724,0.007017544,0.458333333,0.093885602,0.456410256,0.677083333,0.163043478,0.052631579,0.508849558,CD152
0.003848127,0.002298851,0.008960573,0.003164557,0.004266028,0.006310958,0.006501951,0.001349164,0.009253391,0.006709908,0.004350979,0.002180466,0.001543805,0,0.002698246,0.002295014,0.003222836,0.002967359,0.003357583,0.00036215,0.008414675,0.076506131,0.003402518,0.010692988,0,0.028169014,0,0.0144081,0.117021277,0.01179941,0,0.002012072,CD154
0.001004419,0.000484027,0.0036452,0.000548847,0.001376582,0.001779717,0.001765745,0.000801282,0.000478727,0.000250564,0.021991448,0.000878936,0.000461609,0.000406174,0.001294219,0.000763609,0.001012658,0.004524887,0,0.062297735,0.00923361,0.002575292,0.006197432,0.001625223,0.02,0.016666667,0.005533014,0.995268139,0.983333333,0.785904255,0.024390244,0.666666667,CD155
1,1,1,1,0.999080372,0.999188594,0.999206638,0.999863649,0.999207993,0.998091603,1,0.999544281,0.999696832,0.999149298,0.99914966,0.999783807,0.999231557,1,0.998994301,0.999694913,0.997017893,0.999379041,0.998359311,0.999824037,0.99122807,1,0.999637812,1,1,1,1,1,CD156c
0.10936228,0.104727708,0.124521073,0.107859532,0.16797381,0.172106279,0.171303987,0.204106878,0.180238589,0.11748161,0.2,0.150863432,0.288511267,0.174825175,0.116652336,0.117103882,0.176843057,0.28959276,0.145038168,0.999652536,0.607124419,0.387367678,0.026911076,0.374556324,0.99137931,0.037735849,0.016091954,0.998259861,1,0.928057554,0.765625,0.87537092,CD157
0.008225108,0.008664628,0.007343941,0.005642633,0.010189322,0.003254149,0.003078055,0.002374302,0.002812852,0.002588844,0.007394767,0.016250526,0.006655047,0.005955108,0.007998897,0.032019704,0.004090537,0.00260078,0.004564607,0.022906886,0.143067847,0.006406959,0.066138798,0.033030063,0.015037594,0.390625,0.851497006,0.076984763,0.25,0.135581062,0.023809524,0.057268722,CD158a-h
0.001286587,0.000704225,0.002564103,0,0.000650676,0.000209424,0.00019628,0.000210881,0.000106496,0,0.0015625,0.000969514,0.000578369,0,0.000420698,0.001621008,0.000320513,0,0.000413736,0.00048621,0.005325444,0.000273994,0.006289308,0.006462036,0.005319149,0.093023256,0.297235023,0.001317523,0,0.028262177,0,0.011337868,CD158a
0.004134672,0.004771643,0.003669725,0.004389816,0.011929284,0.003149204,0.002311805,0.001954822,0.001977653,0.000760649,0.009622502,0.020344288,0.002985885,0.00257732,0.008036001,0.047745358,0.009700889,0.007194245,0.010442566,0.006280655,0.115054718,0.005664732,0.086666667,0.014323911,0,0.31372549,0.644631579,0.094864048,0.210144928,0.080323786,0.030612245,0.122137405,CD158b-j
0.01032137,0.006299213,0.014802632,0.010830325,0.02625922,0.010445797,0.009847889,0.010918004,0.006361998,0.00808838,0.029581994,0.042881838,0.005941771,0.011862396,0.02956352,0.086918655,0.015429525,0.008450704,0.01611279,0.000681794,0.012828947,0.000625046,0.073165829,0.012582057,0.00255102,0.126582278,0.65443314,0.010878661,0.090909091,0.051398337,0,0.013948498,CD158b
0.004589788,0.004054054,0.006861063,0.00407498,0.000887938,0.000980503,0.000894531,0.000366502,0.000556881,0.001735609,0.004288778,0.000749134,0.001182965,0.001133787,0.000520021,0.000383583,0.001755618,0.001724138,0.00180018,0.056583901,0.194524496,0.04355891,0.002758621,0.001269841,0,0.116666667,0.001207243,0.304797048,0.288135593,0.049100968,0,0.007407407,CD158d
0.002156205,0.001667593,0.006329114,0.000677966,0.004281402,0.000955468,0.000815629,0.000666001,0.000449741,0.000496278,0.00375,0.006316431,0.00078416,0.001094092,0.004848139,0.011854255,0.001848429,0,0.00233827,0.000231765,0.008913833,0.000799535,0.020426288,0.003627339,0,0.140625,0.513120711,0.008443465,0.05785124,0.037078652,0.011363636,0.010781671,CD158e1
0.003162248,0.001211387,0.004087193,0.004710633,0.000457097,0.000576936,0.000344907,0,0.00014477,0.000253357,0.0036452,0.000344471,0,0.001054852,0.000769704,0.000115567,0.002545339,0.001642036,0.002805611,0.018481892,0.176623377,0.012949002,0.001484414,0.001615074,0,0,0,0.181625442,0.356164384,0.054380665,0,0.021097046,CD158f
0.056970083,0.055268976,0.058577406,0.057745188,0.057417863,0.057389285,0.056418219,0.05858748,0.053933834,0.057414887,0.060725552,0.056630635,0.065751445,0.064540623,0.052287582,0.053876898,0.063821752,0.072727273,0.061630219,0.999601867,0.718734304,0.02796289,0.003837299,0.022108448,0.026490066,0,0.003230272,0.041121495,0,0.024506467,0,0.028688525,CD15
0.048944099,0.024896266,0.047120419,0.045774648,0.040593936,0.039637904,0.031647823,0.038403776,0.033802225,0.018874118,0.047822984,0.038982024,0.078324657,0.080059303,0.018943743,0.025047259,0.035660661,0.050185874,0.030858245,0.054450014,0.175538657,0.009950249,0.019282271,0.02240833,0.05952381,0.507462687,0.996467991,0.190063091,0.924528302,0.976340694,0,0.058333333,CD16 - B731
0.007470651,0.0066305,0.007936508,0.008856683,0.004004395,0.001548641,0.001279591,0.000255689,0.001336086,0.001328021,0.004389816,0.006576427,0.000998668,0.005722461,0.004755536,0.013820776,0.002210433,0,0.002747253,0.287123572,0.293700787,0.055301806,0.030674847,0.01349892,0.039772727,0.234042553,0.129246388,0.33379986,0.456140351,0.087359365,0,0.017605634,CD160
0.003662109,0.00436205,0.003338898,0.001510574,0.088409537,0.113327759,0.114526412,0.01130064,0.167370592,0.125761532,0.055854643,0.061884966,0.002119205,0.038085938,0.095766543,0.065532766,0.101289134,0.020366599,0.121282528,0.014146918,0.075882547,0.00527018,0.15565032,0.174694331,0.008,0.464285714,0.338817078,0.208393113,0.376,0.165787932,0.038461538,0.118226601,CD161
0.694292908,0.81,0.565749235,0.618115055,0.96539028,0.996798583,0.996400232,0.999271004,0.999153475,0.989968869,0.992592593,0.999349926,0.999767388,0.999118166,0.998897599,0.999854588,0.999676794,1,0.999596449,0.999507205,0.999062793,0.191902385,0.999575011,1,1,1,0.999560826,1,1,1,1,1,CD162
0.001145475,0,0.004862237,0.000694927,0.000203463,0.000197387,0.00022237,0,0.000405762,0.000193573,0,0.00015971,0.00028082,0,0.000266241,0,0,0,0,0.000117369,0.006944444,0.000268348,0.001610306,0,0.004728132,0.067567568,0.000354108,0.335430464,0.451388889,0.081931633,0,0.179104478,CD163
0.212465116,0.281873374,0.113553114,0.169445939,0.021968784,0.024702494,0.021436724,0.01357268,0.027793142,0.017489484,0.003825555,0.01784725,0.027346507,0.040547945,0.016554261,0.006111444,0.040022132,0.0155521,0.047369733,0.003713186,0.004893394,0.11947577,0.017213115,0.059123186,0.129032258,0.095238095,0.002860207,0.069518717,0.132653061,0.066048667,0.058823529,0.029649596,CD164
0.597406106,0.640153945,0.843558282,0.411627907,0.189520732,0.15571916,0.165561027,0.135500428,0.159754695,0.156339644,0.338930348,0.234968713,0.173363949,0.211864407,0.270107457,0.25090591,0.079947575,0.141732283,0.061181435,0.32573827,0.918968692,0.904327046,0.236644407,0.192929056,0.587209302,0.035087719,0.015514184,0.948427673,0.943661972,0.300139276,0.676470588,0.613333333,CD165
0.223190933,0.122370937,0.348591549,0.328671329,0.0007169,0.000798786,0.000541859,0,0.000669344,0.000318269,0.001067236,0.000504032,0.001364256,0.002457002,0.000213995,0.000343525,0.002364066,0,0.002832861,0.034284056,0.097833224,0.154258006,0.007214206,0.001482109,0.004950495,0.022222222,0.000452899,0.47826087,0.380952381,0.085211268,0.901960784,0.867549669,CD166
0.001733531,0.000593472,0.007225434,0,0.000553271,0.00054444,0.00054077,0.000319387,0.00065241,0.000272035,0.000652316,0.000609623,0.00055669,0.001042209,0.000462036,0.000731261,0.000616143,0,0.00080032,0.001419461,0.006662629,0.000594059,0.003191974,0,0,0.032258065,0.001812415,0.224820144,0.28,0.038020086,0.056603774,0.231884058,CD169
0.151661826,0.193233083,0.12749004,0.104927007,0.355339146,0.409459403,0.405311833,0.666598277,0.394763599,0.149885584,0.05941358,0.28635953,0.814876033,0.411511565,0.109196479,0.059143851,0.43754879,0.767605634,0.336912065,0.776012966,0.03960396,0.004651829,0.007194245,0.066003866,0.01010101,0.115942029,0.003503504,0.046966732,0.14893617,0.044255319,0.029411765,0.074626866,CD16b
0.905558554,0.933083177,0.971186441,0.842987805,0.01785362,0.0194308,0.018642467,0.017226379,0.01875,0.01610262,0.024901704,0.015579127,0.023543261,0.017939815,0.013614478,0.011079584,0.025442834,0.032159265,0.023986766,0.99974579,0.121042831,0.06210928,0.003038194,0.028281976,0.853107345,0.060606061,0.00524405,0.996930632,1,0.74982865,0.928571429,0.852941176,CD170
0.155313956,0.114841849,0.196646341,0.197404372,0.009309088,0.014070565,0.013552952,0.002108222,0.013876992,0.026736924,0.004578156,0.004006522,0.000856531,0.008643042,0.00631118,0.003027245,0.017119839,0.003597122,0.020762712,0.013271428,0.094848339,0.001904574,0.017950203,0.021895253,0.005899705,0.054545455,0.001612903,0.04813108,0.197368421,0.049720323,0.065789474,0.024390244,CD171
0.276031895,0.230188679,0.444256757,0.280839895,0.072371781,0.073217532,0.072915863,0.079065142,0.075471698,0.059303351,0.066302119,0.069681668,0.115197509,0.068896321,0.060309278,0.048599892,0.073041948,0.088626292,0.069198947,0.99973697,0.997681966,0.101966084,0.012570965,0.087298466,0.955555556,0.05,0.012012012,1,1,0.94723127,0.873239437,0.830188679,CD172a
0.001917546,0.000543774,0.006319115,0.000747943,0.00116074,0.001453744,0.001443576,0.001493652,0.000595026,0.0019516,0.004713805,0.000892061,0.00104639,0.002751032,0.000537707,0.001004419,0.001285347,0,0.001580611,0.462246261,0.324984912,0.001087146,0.010480349,0.002307946,0.022522523,0.014492754,0.001466813,0.977071232,0.96835443,0.670786517,0.303797468,0.134328358,CD172b
0.021381227,0.014007004,0.031578947,0.02741433,0.726717835,0.882804551,0.874450875,0.996055825,0.974197522,0.689332502,0.117147708,0.547035796,0.99057971,0.977790117,0.546155824,0.155771905,0.951937081,0.98778626,0.94344473,0.019942351,0.136916187,0.018591642,0.197564276,0.910700539,0,0.590163934,0.021338912,0.184615385,0.32183908,0.048780488,0.1,0.028469751,CD172g
0.137749121,0.17385159,0.149812734,0.093375898,0.321015074,0.362590914,0.356556314,0.539500463,0.365620279,0.166973927,0.089837997,0.265942486,0.71159325,0.361299053,0.132901866,0.088127468,0.40728022,0.671974522,0.330075522,0.597807914,0.030732861,0.155410143,0.040998217,0.462789552,0.096045198,0.051282051,0.048841893,0.05802626,0.188888889,0.113603473,0.024390244,0.078167116,CD177
0.001404776,0.001837391,0.00128866,0.000591366,0.000323939,0.000360469,0.000339087,0.000298597,0.000281215,0.000177746,0.001576458,0.000202364,0.000186916,0,0.000474834,0,0.000289771,0,0.000361795,0.018514582,0.156707317,0.012256015,0.002129472,0.00120919,0,0.018867925,0,0.185749086,0.3125,0.036290323,0,0.014705882,CD178
0.9734448,0.994938133,0.960784314,0.958741259,0.494588397,0.592237405,0.599562872,0.794059406,0.717326783,0.279254762,0.345313601,0.435324213,0.858816805,0.654639175,0.263300142,0.346633855,0.540486637,0.664351852,0.510880317,0.905201856,0.357302118,0.143658176,0.633054393,0.952211016,0.611353712,0.525423729,0.743561843,0.987574284,1,0.903384615,0.980392157,0.973760933,CD180
0.007857143,0.006884682,0.009202454,0.009627728,0.017907844,0.008800355,0.008586323,0.007178985,0.008042895,0.009045465,0.016066838,0.028891086,0.008535133,0.009208103,0.028257457,0.047849392,0.010702341,0.008635579,0.01145524,0.998521174,0.101659751,0.018427717,0.077030812,0.009810792,0.672727273,0.040816327,0.46374502,0.34478022,0.322033898,0.045148248,0.051282051,0.030418251,CD181
0.037494387,0.035658102,0.038461538,0.040776699,0.047270691,0.037331407,0.037705747,0.035469299,0.037949612,0.037711313,0.047558656,0.059952941,0.035699286,0.034405385,0.058839972,0.085273532,0.035297927,0.0395189,0.034993825,0.996269721,0.309491059,0.02573742,0.105284719,0.016849707,0.281914894,0.075471698,0.46641651,0.746584699,0.5,0.055623472,0.111111111,0.45,CD182
0.090712743,0.02574103,0.139037433,0.167061611,0.327675988,0.342570473,0.358857934,0.040791599,0.416292245,0.518838079,0.30228471,0.411148556,0.512749446,0.667372881,0.407474382,0.310966139,0.212981744,0.095588235,0.242060086,0.061714947,0.184456929,0.03206594,0.524163569,0.438756856,0.006849315,0.633333333,0.218552354,0.320183486,0.487804878,0.128392484,0.731707317,0.291457286,CD183
0.78907496,0.943612335,0.826979472,0.570866142,0.327967066,0.403203048,0.419344421,0.815115286,0.47715736,0.149350649,0.204440333,0.338664941,0.83826087,0.511930586,0.199919143,0.250080567,0.297912713,0.613013699,0.224960254,0.081683975,0.268002505,0.179069419,0.209332469,0.258266533,0.72815534,0.325581395,0.1010565,0.335141652,0.5,0.139784946,0.298245614,0.367816092,CD184
0.975894092,0.992180313,0.992628993,0.958950969,0.131806077,0.221588704,0.216902933,0.053602812,0.385874844,0.052420091,0.021276596,0.023840848,0.023565389,0.062774639,0.028111033,0.009430584,0.248953391,0.465217391,0.190408526,0.019689229,0.121790652,0.00410195,0.043462514,0.245504419,0.7,0.136363636,0.00110011,0.140773621,0.581081081,0.484635083,0.404761905,0.291411043,CD185
0.000628141,0,0.00210084,0,0.00613167,0.003858819,0.002427886,0,0.001511906,0.007044091,0,0.00794837,0,0.002754821,0.018089217,0.002268509,0.016376663,0,0.020265991,0.002798551,0.044187627,0.00503183,0.037373737,0.00930874,0,0.315789474,0.01026694,0.071529745,0.289855072,0.027932961,0.038461538,0.040983607,CD186
0.985666667,0.988983051,0.987341772,0.981595092,0.992274561,0.996033421,0.996543447,0.995777027,0.998589936,0.989565803,0.998349835,0.99034051,0.986050986,0.989348371,0.985864506,0.997416021,0.992316558,0.984555985,0.994129159,0.999246713,0.995402299,0.147743202,1,0.999760192,1,1,0.999577346,1,1,1,1,0.990566038,CD18
0.080187717,0.043541364,0.078085642,0.125071388,0.043090005,0.005150292,0.004711827,0.00170697,0.004903226,0.004779244,0.015863331,0.082982987,0.003143614,0.015648662,0.139440616,0.109329771,0.007427785,0.001308901,0.009197029,0.792232782,0.178496135,0.01334615,0.351795759,0.029056047,0.915151515,0.936507937,0.455677656,0.999277978,1,0.733034571,0.872340426,0.657692308,CD191
0.174729537,0.053003534,0.405109489,0.20505618,0.236151788,0.289359091,0.301003565,0.016281659,0.322272499,0.688325991,0.212253829,0.164362981,0.042939978,0.246518106,0.336252415,0.073435297,0.196911197,0.023166023,0.248919308,0.117866477,0.207462687,0.064227444,0.166969973,0.236042509,0.988571429,0.596774194,0.02512186,0.999238965,0.98630137,0.300589391,0.860465116,0.897058824,CD192
0.132197263,0.04154124,0.169435216,0.238129496,0.406350305,0.483376142,0.470783425,0.723324852,0.502029252,0.156819437,0.023872679,0.307935362,0.807455803,0.477789816,0.160663054,0.052752002,0.586640852,0.691957511,0.555971702,0.588693882,0.998051632,0.043273013,0.093432007,0.228649599,0.97044335,0.632653061,0.164661966,0.298001211,0.586666667,0.171484888,0.162790698,0.233898305,CD193
0.005193681,0.001037344,0.00887199,0.006064281,0.155347449,0.239073929,0.206779893,0.010731149,0.335526316,0.151355076,0.010027855,0.052475864,0.024018552,0.265343793,0.057150596,0.007641196,0.49039548,0.062111801,0.624116115,0.026331089,0.118355065,0.230998618,0.05,0.207876371,0.025751073,0.044776119,0,0.088265836,0.290697674,0.119393939,0.015873016,0.052795031,CD194
0.004251701,0.004681648,0.009771987,0.002713704,0.009577529,0.007356588,0.005227782,0.000532198,0.003939916,0.011475932,0.001962709,0.01137321,0.002962963,0.010928962,0.020257025,0.002184996,0.024311183,0.010582011,0.02745098,0.221682633,0.247602933,0.116341495,0.085427136,0.128250591,0.369158879,0.162790698,0.044046467,0.264976959,0.446153846,0.204885737,0.343283582,0.210144928,CD195
0.959278112,0.987872106,0.983221477,0.923784494,0.169305439,0.282581901,0.278983125,0.022259696,0.451968504,0.251778094,0.02661597,0.046802743,0.016733068,0.173541963,0.080186584,0.004257332,0.318905156,0.067340067,0.383935743,0.210608333,0.250480769,0.074539713,0.096434833,0.180735108,0.264285714,0.150943396,0.046861565,0.286620836,0.432432432,0.232462173,0.383333333,0.539634146,CD196
0.286532951,0.448346056,0.190934066,0.140442133,0.120711761,0.134033747,0.12667746,0.116711293,0.160374701,0.082081659,0.015384615,0.103590987,0.268866205,0.202208019,0.054531085,0.016999261,0.18791143,0.20668693,0.18219697,0.947658537,0.391092554,0.096049125,0.109226933,0.391739895,0.163522013,0.68627451,0.201726845,0.742436631,0.866666667,0.52195122,0.574468085,0.779026217,CD198
0.077429467,0.100972326,0.063394683,0.055846422,0.033149291,0.029901821,0.029849375,0.030120482,0.040230402,0.007295326,0.008633094,0.037821712,0.095260776,0.071176885,0.019387919,0.014029181,0.029618083,0.030120482,0.029049729,0.358639159,0.329463445,0.077743902,0.112551562,0.249431042,0.036124795,0.609756098,0.153336729,0.474611944,0.707602339,0.429610046,0.181818182,0.497826087,CD199
0.001984127,0.001908397,0.004975124,0.001070664,0.000242476,0.00025035,0.000283527,0.000485673,0.000300601,0,0,0,0,0,0,0,0,0,0,0.000177359,0.009474591,6.41E-05,0.00266489,0.000771605,0,0.035714286,0,0.005324814,0.136363636,0.012762078,0,0.032967033,CD1a
0.003251445,0.002601908,0.00234192,0.004965243,0.000497447,0.000586338,0.000502878,0.000508259,0.00053775,0,0,0.000440362,0.000894454,0.000884173,0,0.000585366,0.001276053,0.002469136,0.001055409,0.049402199,0.219111969,0.017984046,0.002173913,0.00146092,0,0,0.000476872,0.239711934,0.415384615,0.039529016,0,0.34,CD1b
0.781712814,0.928909953,0.896,0.616179002,0.002374437,0.002150207,0.002197609,0.002329193,0.001815781,0.001828154,0.003562945,0.002484129,0.005957447,0.001140251,0.001521607,0.001536098,0.001954397,0.009803922,0,0.001148752,0.013353116,0.001248634,0.003126628,0.001724138,0,0.043478261,0.000451467,0.293010753,0.701754386,0.103501946,0.103448276,0.868020305,CD1c
0.783033033,0.918149466,0.860045147,0.602564103,0.000656201,0.000847139,0.000858185,0.000687285,0.000764307,0,0.004476276,0.00041087,0.000503145,0.000592768,0.000422476,0.000335233,0.00041684,0,0.000540833,0.039785682,0.034313725,0.007638035,0.007628294,0.002994012,0.0125,0.020833333,0.002352941,0.996363636,0.88372093,0.353747715,0.090909091,0.846590909,CD1d
0.160573267,0.061397318,0.109929078,0.260195759,0.23836769,0.360127104,0.392272342,0.199844479,0.465364272,0.564651432,0.020746888,0.092347766,0.051827957,0.23818408,0.144677284,0.029995891,0.117729996,0.016042781,0.143936028,0.959324198,0.988672121,0.031431119,0.061871227,0.241012251,0.966850829,0.173076923,0.004860804,0.377037562,0.428571429,0.063354932,0.1,0.687732342,CD200R
0.334302326,0.627659574,0.126760563,0.061573546,0.027253103,0.039256678,0.038692242,0.091337655,0.032963869,0.00589198,0.00855432,0.011992819,0.031911079,0.012195122,0.004630562,0.007817452,0.041935484,0.043367347,0.041753653,0.063309399,0.088970588,0.015485629,0.03547497,0.073577383,0.031152648,0.022727273,0.029249828,0.176377329,0.296296296,0.08847185,0.253968254,0.3725,CD200
0.0002331,0,0.001503759,0,0.000225368,0.000351989,0.000354312,0.000411862,0.00059453,0,0,5.36E-05,0,0,0,0,0.000370096,0.002272727,0,0.000615121,0.001957905,0.000266312,0.001329198,0.000154895,0,0.018867925,0.000361272,0.001982161,0.01,0.008036739,0,0.0125,CD201
0.003211304,0.00152439,0.002272727,0.00445236,0.001135787,0.000883146,0.000579496,0.000489237,0.000347826,0.000238777,0.002318393,0.001184273,0.001603592,0.005780347,0.000906071,0.000723982,0.003070175,0.005665722,0.002649709,0.109974654,0.224523889,0.04323283,0.002027369,0.002525743,0.983050847,0.039215686,0.001284797,0.230456853,0.439655172,0.073638614,0.009345794,0.02393617,CD203c
0.995389049,0.997583082,0.993333333,0.994505495,0.857233395,0.918270192,0.915393655,0.924081141,0.965611814,0.881722488,0.739820566,0.830356681,0.939050536,0.979785969,0.807438736,0.788903061,0.942890443,0.903030303,0.952779144,0.997964183,0.953299492,0.160297478,0.918674699,0.981092437,0.948805461,1,0.940759282,1,1,0.947806774,1,0.984198646,CD205
0.001789976,0.001356852,0.006289308,0,0.000439324,0.000668577,0.000376405,0.00052233,0.000245429,0.00069029,0,0.000250438,0.000716332,0,0.000152579,0.000192308,0.002859867,0.003194888,0.00286533,0.000567127,0.009708738,0.000152288,0.000824742,0.000626436,0,0.014925373,0,0.018181818,0.056,0.012690355,0.013157895,0.042857143,CD206
0.000739645,0,0.002631579,0.001126126,0.000704626,0.000559882,0.000583431,0.000791557,0.000507035,0,0.001765225,0.000836443,0.001318392,0,0.001028807,0.000392542,0.000439947,0,0.000578704,0.003406777,0.006276971,0.002951354,0.005376344,0.00425,0.003816794,0.022727273,0.002988898,0.053737176,0.177777778,0.026632847,0,0.07967033,CD209
0.971232429,0.993615323,0.981443299,0.945026178,0.005014254,0.003179957,0.003502627,0.00527644,0.002585315,0.005166932,0.001638002,0.007055918,0.008382017,0.007719298,0.00876494,0.003522899,0.00043535,0.00203666,0,0.000311385,0.007222587,0.001346672,0.002094241,0.001570783,0,0,0.000877578,0.001828154,0.014925373,0.005582137,0.137931034,0.045296167,CD20
0.029000699,0.016496465,0.072429907,0.029508197,0.152234233,0.126628895,0.104201358,0.009517766,0.117716477,0.129752725,0.217662801,0.215137338,0.03304268,0.302936631,0.224221702,0.284769776,0.317556412,0.095238095,0.351507377,0.637495226,0.423777222,0.150420106,0.34837963,0.221190716,0.031446541,0.365384615,0.238284353,0.800702028,0.918918919,0.686032138,0.438596491,0.795597484,CD210
0.000877706,0,0.002008032,0.000910747,0.101184094,0.071544204,0.072022443,0.005870841,0.061597796,0.113752914,0.219005197,0.150822349,0.007207207,0.048245614,0.177133158,0.227610619,0.072501073,0.013262599,0.085953878,0.000890936,0.013203395,0.00050221,0.325256291,0.122893732,0,0.360655738,0.462248322,0.056982343,0.236220472,0.096333126,0.009615385,0.136253041,CD212
0.004201681,0.004559271,0.002188184,0.005519779,0.000823125,0.000793688,0.000693038,0.000749251,0.000669045,0.000522603,0.001564945,0.000754805,0.000597907,0.001067236,0.000974659,0.000666445,0.001634655,0,0.001992032,0.024385801,0.095552885,0.016988459,0.002395783,0.001116321,0,0.052631579,0.001757469,0.235334714,0.343283582,0.074725275,0,0.086792453,CD213a1
0.001329345,0.002201027,0,0,0.000819807,0.000585917,0.00054093,0.000918274,0.000667379,0.000253485,0,0.001104667,0.002864157,0.001464129,0.00085955,0.000618557,0.000519751,0,0.000619579,0.002069452,0.058432935,0.013007936,0.005083884,0.000795387,0,0.018518519,0.000418235,0.049228508,0.244186047,0.025589226,0,0.003891051,CD215
0.00155642,0.001248439,0.00155521,0.002121641,0.000742475,0.000898224,0.000950533,0.000829876,0.001047267,0,0.003205128,0.000597234,0.001315789,0.000482625,0.00066324,0,0.00058292,0,0.000740192,0.238869119,0.094614265,0.055505677,0.004641568,0.004088785,0.19047619,0.035087719,0.000436872,0.54244763,0.586956522,0.186228482,0,0.227467811,CD217
0.034048641,0.023270847,0.049618321,0.045029737,0.369551401,0.353720777,0.337975686,0.1043257,0.395108275,0.425521591,0.446969697,0.414642082,0.042782152,0.228520815,0.515838509,0.580511182,0.489228359,0.241457859,0.541666667,0.895473728,0.167295005,0.01286031,0.763832659,0.406485539,0.258474576,0.972222222,0.733708769,0.101635514,0.244444444,0.113408939,0.830188679,0.667808219,CD218a
0.96799308,0.984997413,0.988476312,0.959268005,0.084160144,0.069049208,0.077894881,0.155842294,0.066834572,0.018549747,0.002962085,0.095452016,0.298198799,0.116737534,0.024204195,0.009769397,0.001947149,0.001367989,0.002123894,0.003905008,0.099272005,0.002695418,0.012707722,0.154171812,0,0.04109589,0.000847458,0.068219634,0.142857143,0.024297646,0.051282051,0.082352941,CD21
0.002475928,0,0.013232514,0.000794281,0.000173081,0.000206526,0.000186585,0.000219394,9.59E-05,0,0.001425517,0.000105535,0,0.00088968,0.000146735,0,0,0,0,0.006382306,0.084566596,0.0056111,0.003307607,0.001241927,0.003205128,0.024390244,0,0.317133443,0.470588235,0.220338983,0.041666667,0.201923077,CD220
0.00783112,0.006482982,0.011520737,0.00748363,0.018515104,0.026172134,0.026438569,0.059411146,0.023309739,0.006449721,0.008654603,0.010928962,0.038497653,0.008806262,0.003407461,0.003251721,0.024679171,0.063660477,0.014851485,0.140030441,0.074185464,0.021351616,0.015376458,0.047976739,0.175298805,0.055555556,0.019009726,0.204522613,0.325,0.132624113,0,0.050473186,CD221
0.001299376,0.000611621,0.006514658,0,0.000307734,0.000281343,0.000159827,0.000337211,7.18E-05,0.000305064,0,0.000366754,0,0.001466276,0.00049456,0.00013151,0.001273074,0,0.001622718,0.000657534,0.001968504,0.000147156,0.001569038,0.001457018,0,0.025,0,0.163265306,0.222222222,0.021929825,0,0.109704641,CD223
0.048619904,0.007540603,0.024137931,0.112891479,0.559450654,0.565368812,0.590712074,0.3503961,0.6596068,0.63617245,0.814715719,0.614615028,0.27678802,0.641917293,0.643550429,0.791077258,0.352653368,0.125531915,0.407146215,0.193645651,0.699375,0.953014038,0.893709328,0.604477612,0.665871122,0.636363636,0.780100937,0.937710954,0.920353982,0.332189823,0.822916667,0.736966825,CD226
0.003447285,0.000660066,0.004115226,0.006728343,0.013305771,0.016286943,0.016909711,0.002518257,0.023171868,0.020938946,0.002209131,0.011661274,0.036791515,0.04150454,0.003963415,0.001888574,0.01017249,0,0.012273212,0.02257747,0.142008906,0.013377585,0.004,0.044112714,0.004201681,0,0.001202887,0.236807388,0.276315789,0.044660194,0,0.023411371,CD227
0.934766852,0.952566964,0.951638066,0.911191336,0.906700611,0.973035618,0.974669754,0.991868179,0.9942835,0.953534031,0.868841083,0.895085702,0.997620936,0.992063492,0.878670895,0.835308993,0.964317841,0.943362832,0.970204842,0.005904282,0.044452888,0.012810354,0.852709588,0.984596235,0,0.857142857,0.648306662,0.047933884,0.153846154,0.10564663,0.962962963,0.462732919,CD229
0.964255677,0.995581738,0.961942257,0.928402367,0.000596273,0.000638842,0.000620155,0.000728544,0.000657765,0.000666223,0,0.000592651,0.001308686,0.000511247,0.000389408,0.000351865,0.000844595,0,0.000715308,0.000304717,0.00751503,0.000344932,0.000943841,0.000162153,0,0.034482759,0,0.015309247,0.065789474,0.027939464,0.21875,0.316109422,CD22
