B cells,naive B cells,non-switched memory B cells,class-switched memory B cells,T cells,CD4 T cells,Th cells,naive Th cells,CM Th cells,EM Th cells,TEMRA Th cells,CD8 T cells,naive CD8 T cells,CM CD8 T cells,EM CD8 T cells,TEMRA CD8 T cells,Treg cells,naive Treg cells,activated Treg cells,neutrophils,eosinophils,platelets,CD56+ NKT,CD16+ NKT,basophils,CD56++ NK,CD16+CD56+ NK,CD14+ monocytes,CD14+CD16+ monocytes,CD16+ monocytes,pDC,mDC,target
0.001880204,0.001780415,0.002053388,0.00165426,0.008653007,0.000620187,0.000528603,0.000304599,0.000429553,0.000714796,0.000651466,0.022643646,0.023642732,0.026785714,0.020607205,0.025634995,0.001447876,0,0.001811594,0.017616387,0.197101449,0.02027163,0.08599404,0.081147305,0.004255319,0.047619048,0.011143063,0.097378277,0.184210526,0.04676259,0,0.031468531,CD235a
0.197641948,0.156963891,0.190909091,0.16468254,0.159586941,0.158680585,0.155493121,0.158325751,0.157775021,0.150977717,0.152126893,0.16032579,0.16511955,0.171814672,0.154043452,0.160553411,0.173344235,0.19858156,0.168772107,0.215244541,0.219341062,0.217860016,0.241795044,0.210325365,0.213934426,0.166666667,0.198275862,0.21296961,0.24742268,0.197388633,0.142076503,0.195026178,CD235ab
0.000904432,0,0.002024291,0,0.000284846,0.000360604,0.000258118,0.00069979,0.000219635,0,0,0.000175726,0.000307882,0,0.000312842,0,0.000801925,0,0.000981354,0.000223755,0.007924715,0.000955647,0.001048218,0.000230044,0.004065041,0.020408163,0.000856531,0.005134056,0,0.01651755,0,0.003030303,CD238
0.270634591,0.525161933,0.112207152,0.065706052,0.0002404,0.000293161,0.000265993,0.000137231,0.000357867,0.00027248,0,0.00019141,0.000318066,0,0.00027499,0.000110816,0.000266099,0,0.000342466,0.001823154,0.012916383,0.00134839,0.001294778,0.000522375,0,0.034482759,0,0.04842615,0.242424242,0.026694045,0.052631579,0.015748031,CD23
0.001131478,0,0.006279435,0.000683527,0.000221595,0.000310559,0.000307855,0.000418585,0.000296443,0.000191975,0,0.000159881,0.000276243,0.001020408,0.000135263,0,0.000367647,0,0.000449438,3.18E-05,0.005668258,0.000242645,0.000226963,0,0,0.02173913,0,0.003558719,0.037735849,0.00990099,0.007407407,0.008141113,CD243
0.00742268,0.007289294,0.007342144,0.006199628,0.036804468,0.004666689,0.005048559,0.001410437,0.001274427,0.005721438,0.039795338,0.0815094,0.002053388,0.014431239,0.086738351,0.13749646,0.001637733,0,0.002046664,0.005460717,0.257283142,0.126109224,0.218083183,0.029815428,0.989429175,0.590909091,0.367626404,0.511422045,0.711864407,0.505888951,0.019607843,0.496163683,CD244
0.004857906,0.003320421,0.005405405,0.00648415,0.002489551,0.002836432,0.002629679,0.002029942,0.002420136,0.002554822,0.006369427,0.002133106,0.001331558,0.006510417,0.002135535,0.002069108,0.003237556,0.010989011,0.001537673,0.168095112,0.324296142,0.11580943,0.00802139,0.006423983,0.018181818,0.015384615,0.001763047,0.569954128,0.770114943,0.503787879,0,0.055096419,CD245
0.791795506,0.754679803,0.965952081,0.761072261,0.032833997,0.031933892,0.031372414,0.04850408,0.030166881,0.018165304,0.014402004,0.03338851,0.080043267,0.035733333,0.019070779,0.015763897,0.034961154,0.055793991,0.029173989,0.992456144,0.996183206,0.017146265,0.024219842,0.079734757,0.048951049,0.161764706,0.024857376,0.096605744,0.301886792,0.096586783,0.128205128,0.24015748,CD24
0.008823529,0.010954617,0.012461059,0.003853565,0.002146474,0.002398325,0.002329133,0.003947368,0.002411888,0.000412967,0.001358696,0.001986097,0.003935377,0.002941176,0.001408811,0.00098287,0.003222688,0.003189793,0.00332088,0.033062021,0.117737003,0.004357129,0.007328072,0.007103091,0.009345794,0.018518519,0.003034244,0.09752322,0.064516129,0.037581699,0.041666667,0.018691589,CD252
0.002954833,0.001948368,0.00390625,0.003649635,0.002877846,0.003501204,0.003160062,0.0026267,0.0040328,0.000914704,0.002492212,0.002050467,0.004489136,0.004268943,0.00131527,0.000510009,0.006502686,0.00739645,0.006437768,0.041958275,0.154098361,0.004680318,0.019101704,0.021770421,0.029411765,0.22,0.003982301,0.097893432,0.333333333,0.071005917,0.032258065,0.07027027,CD253
0.004232569,0.001369863,0.012820513,0.005912786,0.001110921,0.001400872,0.001247327,0.00077918,0.001305938,0.001009082,0.003241491,0.000843526,0.000228102,0.003167899,0.001019472,0.000674764,0.002948886,0,0.003869304,0.217108426,0.265032107,0.013767945,0.009416196,0.029540114,0.018707483,0.024390244,0.000359195,0.036601307,0.12,0.133157895,0.012903226,0.041538462,CD255
0.254823529,0.333701048,0.215288612,0.178385417,0.397882345,0.405098501,0.412646266,0.337288687,0.514614383,0.328568334,0.084821429,0.398565791,0.687990806,0.666876972,0.339699684,0.205654579,0.342204133,0.356821589,0.338467775,0.730283798,0.39295302,0.260461544,0.665808445,0.884231537,0.94278607,0.867924528,0.71574904,0.817171717,0.896825397,0.856547619,0.96,0.756345178,CD257
0.004455446,0.003430532,0.008103728,0.003900156,0.001049449,0.001049528,0.001017064,0.000285388,0.00129887,0.000917011,0.001727116,0.00120854,0.002197802,0.004126547,0.000943545,0.000234302,0.001461988,0.00310559,0.001184834,0.131509061,0.179384966,0.016058008,0.009186955,0.01159618,0.007905138,0.033898305,0.002853649,0.781571816,0.742857143,0.249167222,0,0.568181818,CD262
0.002747833,0.003027245,0.003880983,0.001806141,0.002249813,0.002805092,0.002633129,0.000764409,0.002780792,0.004089143,0.004605642,0.001579331,0.002720348,0.001183432,0.002129792,0.000238749,0.003671971,0.002932551,0.003944773,0.13997014,0.224489796,0.013093025,0.017040359,0.05767941,0.007792208,0.032258065,0.000384025,0.114143921,0.323076923,0.107992678,0.025974026,0.041994751,CD263
0.290781695,0.079831933,0.388739946,0.487568223,0.0017066,0.001832565,0.001764645,0.001297765,0.00170433,0.000751503,0.006891799,0.001560447,0.001663617,0.003787879,0.001496782,0.000941176,0.002235886,0.002635046,0.002163722,0.031873654,0.143410853,0.031861955,0.014521783,0.0197178,0.031007752,0.057692308,0.013294558,0.167359667,0.272727273,0.072970961,0.111111111,0.070754717,CD267
0.991361106,0.999078341,0.996610169,0.980830671,0.130661139,0.116134444,0.101564546,0.13379329,0.111237434,0.038973614,0.018389347,0.143531455,0.258232752,0.368181818,0.094082356,0.038335518,0.234743041,0.510506799,0.154218534,0.049484958,0.180769231,0.011082543,0.022048016,0.221282196,0.041322314,0.042553191,0.002921536,0.177402323,0.282051282,0.089922481,0.297297297,0.144144144,CD268
0.000774194,0,0.001718213,0.000759878,0.000486352,0.000421198,0.000387998,0.000386772,0.000268528,0.000225479,0.000648508,0.000548136,0.001172333,0.000798722,0,0.000604504,0.000747105,0,0.000935891,0.014247748,0.171816127,0.014170472,0.00829748,0.001882885,0,0.095238095,0.00167364,0.155984303,0.336,0.061862245,0.012195122,0.044887781,CD269
0.075657895,0.088938714,0.050909091,0.069410815,0.605977861,0.786858047,0.814984172,0.944824887,0.869568634,0.695812395,0.071958457,0.386723447,0.850273224,0.751492132,0.292221085,0.055160401,0.575263337,0.868327402,0.500427716,0.786201391,0.351545651,0.120265354,0.161175423,0.834430856,0.955555556,0.571428571,0.134525661,0.56187291,0.636363636,0.277041172,0.844444444,0.724,CD26
0.962726008,0.976651101,0.96187175,0.948461538,0.416493059,0.459070149,0.462736917,0.400080176,0.495221239,0.479909022,0.393685567,0.378630351,0.335780251,0.470588235,0.404492711,0.35785124,0.440383251,0.341365462,0.465403261,0.163689646,0.376152833,0.227914243,0.477725118,0.56185567,0.523489933,0.466666667,0.502643172,0.614275909,0.769230769,0.696078431,0.578947368,0.509433962,CD270
0.000619579,0.000701262,0.00212766,0,0.00028643,0.000366217,0.000310334,0.000236855,0,0.000482975,0.002018843,0.000233672,0.000578202,0,0,0.000182448,0.000440141,0.002277904,0,0.000111803,0.005538771,0.000364511,0.000965717,0,0,0.01754386,0.001133787,0.010443864,0.133333333,0.025841346,0.333333333,0.030726257,CD271
0.998804781,1,0.997693195,0.997732426,0.601904584,0.686360956,0.734342147,0.878981707,0.753915645,0.474295191,0.531720078,0.502766199,0.808571861,0.642262166,0.446706093,0.290139616,0.307259714,0.427184466,0.273117569,0.01406034,0.089590444,0.013685078,0.363027197,0.744692239,0.042253521,0.044776119,0.006158584,0.121731289,0.274193548,0.049680625,1,0.496124031,CD272
0.001851166,0.002572899,0.002747253,0.001165501,0.002201972,0.004564582,0.004362931,0,0.007761194,0.004387248,0,9.29E-05,0,0.002314815,0,0,0.005509642,0,0.006705784,0.000439091,0.027055703,0.001039555,0.002336449,0.009002251,0,0.043478261,0.001247401,0.033317238,0.2,0.034017972,0,0.022801303,CD273
0.002760085,0.001417769,0.004580153,0.003766478,0.049612981,0.068327974,0.074206772,0.004912281,0.115260424,0.076497834,0.019897669,0.027568173,0.008507621,0.105984138,0.032951577,0.016597029,0.017867272,0,0.022669104,0.012112778,0.012743927,0.168288392,0.072410148,0.114926558,0.168674699,0.023255814,0.021468927,0.011926606,0.11627907,0.039655172,0,0.006993007,CD274
0.003488741,0.005817712,0,0.002141328,0.006355474,0.009864499,0.005888848,0.003765933,0.010581093,0.003783102,0.002222222,0.002810681,0.004457652,0.005,0.002980222,0.001560062,0.043663472,0.005865103,0.053655265,0.072069387,0.186468647,0.076155755,0.338168631,0.320205479,0.427631579,0.3125,0.122284295,0.237237237,0.522727273,0.136852395,0.418604651,0.295081967,CD275
0.610936518,0.489267209,0.800838574,0.674955595,0.480643492,0.51056131,0.52092737,0.584285714,0.557494647,0.402892562,0.449589246,0.477324392,0.59605617,0.555004955,0.433911672,0.448009214,0.438736842,0.484615385,0.430113052,0.212307802,0.352874433,0.193431497,0.452027695,0.588719154,0.427652733,0.431034483,0.411316212,0.581374723,0.675438596,0.344978166,0.205882353,0.25147929,CD277
0.003525264,0.000861326,0.012345679,0.001254705,0.004771814,0.008380952,0.006117909,0.004786979,0.010219951,0.001852538,0.001169591,0.002096018,0.000667557,0.01594533,0.002159361,0,0.019441675,0.005747126,0.024578652,0.116659198,0.217661692,0.156234289,0.157255182,0.212514418,0.623655914,0.236842105,0.08306538,0.277777778,0.523809524,0.162347561,0.333333333,0.313253012,CD278
0.016094421,0.015490534,0.016666667,0.014873141,0.072814751,0.089934041,0.08886853,0.027807873,0.087716233,0.123410785,0.114443567,0.072299978,0.031202818,0.097130243,0.090598291,0.063695937,0.100212089,0.038314176,0.111883692,0.103062298,0.25432954,0.039643025,0.064371257,0.088481075,0.004149378,0.057692308,0.002427184,0.330982368,0.464285714,0.067302299,0,0.035714286,CD279
0.180332122,0.116412214,0.147744946,0.266713092,0.003976291,0.005890052,0.005436483,0.0004971,0.007420215,0.00252738,0.014623955,0.001483809,0.00075061,0.004457652,0.002285888,0.000372532,0.008369498,0.004354136,0.009259259,0.38579749,0.301449275,0.082650884,0.00680658,0.014344761,0.04,0.070175439,0.003731343,0.672413793,0.816326531,0.575806452,0.096774194,0.450643777,CD281
0.005660911,0.009180328,0.001831502,0.004205214,0.001131197,0.001177312,0.001141498,0.002053857,0.001204094,0.000228571,0.001384083,0.000940422,0.001115138,0.003944773,0.000772917,0.000641128,0.001591723,0,0.001469148,0.089798822,0.173977329,0.015209989,0.01216545,0.002535731,0.011278195,0.136363636,0.011116052,0.531554643,0.744680851,0.485616438,0.016129032,0.349673203,CD282
0.003315481,0,0.007911392,0.004261364,0.000188136,0.000210948,0.000200321,0,0.000237229,0.000241196,0,0.000132955,0.000194477,0,0.000141563,0,0.00030931,0,0.000388802,0.024504861,0.155654102,0.029991839,0.002304147,0.001004419,0.006944444,0.098039216,0,0.248246844,0.382022472,0.057215512,0,0.012919897,CD283
0.005222581,0.00508762,0.008264463,0.003617945,0.00095278,0.001077238,0.000971975,0,0.001277357,0.000607287,0.002478315,0.000655953,0.000226449,0.00318218,0.00039883,0.00069483,0.001727116,0.003780718,0.001297578,0.117867311,0.297826861,0.077566446,0.012449978,0.003252966,0.008,0.06557377,0.005882353,0.429424944,0.611650485,0.124925992,0.025974026,0.074792244,CD284
0.001290878,0.001458435,0.001414427,0.00128783,0.000347361,0.000328828,0.00025877,0,0.000311139,0,0.001699717,0.000343274,0.000210128,0,0.00036324,0.000383044,0.000655523,0,0.00081666,0.025465459,0.121908127,0.012652456,0.014062843,0.00074474,0,0.052631579,0.000769231,0.239807102,0.510869565,0.090581884,0,0.073878628,CD286
0.002305328,0.001852996,0,0.003597122,0.019302666,0.027730596,0.027965568,0.036104262,0.027069586,0.020670959,0.017784964,0.009195402,0.005124162,0.010468594,0.012902086,0.008650519,0.026219715,0.015576324,0.028866868,0.011898584,0.104743083,0.02698874,0.008175779,0.011162791,0.034090909,0.033333333,0,0.203761755,0.2,0.030352748,0,0.011173184,CD288
0.001321004,0,0.0041841,0.001529052,0.000416787,0.000524762,0.000366999,0.000367107,0.000454236,0.000447427,0,0.000308713,0,0.003875969,0.000303168,0,0.002106742,0.003831418,0.001766784,0.257427741,0.274453941,0.098928721,0.048416019,0.110821382,0.302325581,0.113636364,0.056286882,0.27920082,0.409090909,0.238396624,0.274193548,0.275974026,CD289
0.032919255,0.010494753,0.073643411,0.043993232,0.771390845,0.9249332,0.916587498,0.999253453,0.999620349,0.844875346,0.238509317,0.599258649,0.993288591,0.981958763,0.591405424,0.248913358,0.991821561,0.967930029,1,0.008057724,0.095045501,0.017243888,0.228645833,0.94294351,0,0.132075472,0.007400555,0.109,0.306122449,0.043711656,0,0.090497738,CD28
0.158954687,0.077289571,0.155140187,0.284049527,0.00013935,0.000140377,0.000105787,0,0.000126807,0,0,0.000187982,0,0,0.000277393,0.000209688,0.000457457,0,0.000548246,0.017989973,0.130415364,0.012717501,0.000397614,0.001362166,0,0.050847458,0.000378215,0.180754226,0.386363636,0.052199413,0.088235294,0.091836735,CD290
0.001073826,0,0.001675042,0.001539646,0.021938062,0.011739673,0.010917393,0.000888415,0.005945009,0.036525173,0.014896373,0.033952841,0.00834939,0.182664756,0.040413112,0.00731842,0.017753499,0.001751313,0.021982759,0.007678994,0.787023279,0.003080785,0.023217247,0.020318391,0.979674797,0.016666667,0,0.070264193,0.164705882,0.354005168,0.015873016,0.084699454,CD294
0.996463753,0.993959363,1,0.998447205,0.926506258,0.995257386,0.995047833,0.99970423,0.998129093,0.987519501,0.993176649,0.991901501,0.999601752,1,0.983173432,0.998881432,0.997211896,1,0.996644295,0.994335755,0.994298246,0.962219182,0.995332918,0.99629801,0.99719888,1,0.996030314,0.995297136,1,0.99483945,0.985714286,0.982758621,CD298
0.948188406,0.931066176,0.967320261,0.96076555,0.894208217,0.904250374,0.899719495,0.747546614,0.945745288,0.953285226,0.974932856,0.889451148,0.633688341,0.932093775,0.954779254,0.992399772,0.940527578,0.883116883,0.957888121,0.923889671,0.99376947,0.996729986,0.984939759,0.889127917,0.830645161,1,0.998361998,1,1,0.999298246,0.967741935,0.995348837,CD29
0.11497924,0.066559743,0.115830116,0.168333333,0.996639176,0.997512953,0.997285844,0.999181837,0.999654845,0.998574991,0.963956412,0.999283007,0.99977221,1,0.998083624,0.999852551,0.999646018,1,0.999535963,0.014036445,0.041353383,0.031352057,0.998439329,0.998875647,0.043103448,0.851851852,0.695088044,0.480806142,0.430769231,0.129525342,0.242424242,0.819607843,CD2
0.001417769,0.001035733,0.00177305,0.002181818,0.000340522,0.000135202,0.000103498,0.000254388,0,0,0.000775194,0.000475455,0,0,0.000565371,0.000588813,0.000398089,0,0.000486381,0.020916762,0.133079848,0.013418575,0.001835704,0.001266281,0.002832861,0,0.001650846,0.414960923,0.518867925,0.086228288,0,0.033149171,CD300F
0.003129445,0.002670227,0.00733945,0.002437043,0.001412341,0.001856607,0.001916904,0.000804991,0.000714349,0.00196319,0.014214641,0.000981258,0.001419446,0,0.00088054,0.000976835,0.001139385,0.002087683,0.000951475,0.001554669,0.027378027,0.002785348,0.007212777,0.000916086,0.024590164,0.032786885,0.000402414,0.974341193,0.984848485,0.930784443,0,0.465053763,CD300e
0.008857143,0.013392857,0.006185567,0.005286344,0.001512821,0.001294264,0.001176056,0.000903887,0.00238999,0,0,0.002109705,0.006026517,0,0.000633814,0.002206531,0.001979218,0,0.00240096,0.059312855,0.254681648,0.141161928,0.185805816,0.207523667,0.674796748,0.157894737,0.104932302,0.32184466,0.43373494,0.1453958,0.211267606,0.233804914,CD301
0.001299968,0.00071582,0.002570694,0.001994018,0.000453978,0.000686931,0.000784211,0.002014099,0.000307692,0,0.003278689,0.000217881,0.001379945,0,0,0,0,0,0,0.234898875,0.268167569,0.096038811,0.064379699,0.083923365,0.408858603,0.092307692,0.057675244,0.26835781,0.389705882,0.215599239,0.333333333,0.20620155,CD303
0.00134499,0,0.002421308,0.002026342,0.000316547,0.000525977,0.000595593,0,0.000634417,0.000242072,0.002678571,7.33E-05,0,0,0,0.00022041,0,0,0,0.296266968,0.221323529,0.079478055,0.099227328,0.116051903,0.234669811,0.206896552,0.065090909,0.326332475,0.443579767,0.209634727,0.720238095,0.661737523,CD304
0.535955503,0.815196998,0.264397906,0.311184939,0.574039662,0.429064731,0.423659327,0.681463707,0.290534744,0.341236783,0.776146789,0.774188866,0.896043165,0.643320363,0.618312757,0.895481419,0.481334842,0.781976744,0.407753051,0.473353569,0.555371901,0.083525878,0.456540448,0.379576755,0.739612188,0.684210526,0.541516245,0.772693452,0.892156863,0.682588598,0.863636364,0.869463869,CD305
0.004911591,0.003030303,0.010989011,0.006122449,0.001351433,0.001713062,0.001658833,0.001153403,0.002201897,0.000497636,0,0.001108209,0.002086594,0.001992032,0.000882145,0.001016777,0.001205546,0,0.001392758,0.034788214,0.214814815,0.019685039,0.020918367,0.015087508,0.006514658,0.12195122,0.001385042,0.15329053,0.26744186,0.093686354,0.00990099,0.074519231,CD307d
0.008103728,0.004155125,0.002645503,0.009193054,0.000435085,0.000235377,0.000266756,0.000705716,0.000316656,0,0,0.000682387,0.003266449,0.001908397,0,0.000244021,0,0,0,0.000694457,0.020124405,0.001855415,0.014792899,0,0,0.15625,0.009918846,0.058053691,0.146551724,0.051417271,0.012195122,0.086848635,CD307e
0.00176278,0,0.002079002,0.005221932,0.000309802,0.000440388,0.000313297,0.000422744,0.000504477,0,0.000604595,0.000101807,0,0,0.000214431,0,0.001282599,0.002159827,0.001091107,0.069027118,0.128205128,0.006245104,0.00288517,0.002071466,0.003344482,0,0.000739919,0.012689117,0.0625,0.048684947,0.019230769,0.020737327,CD309
0.006982727,0,0.008908686,0.012207528,0.000928601,0.001468777,0.000268471,0.000241255,0.00019629,0.000734484,0,0.000186174,0.000554324,0,0.00019305,0,0.011333915,0.00245098,0.013557484,0.001734869,0.008356546,7.43E-05,0.008648382,0.002531646,0,0.014925373,0.000379939,0.010954617,0,0.013717421,0.025,0.020134228,CD30
0.006223605,0.001588983,0.008185539,0.009720535,0.402551716,0.017672095,0.019789562,0.002782252,0.001235692,0.025024295,0.247584541,0.870198091,0.909531773,0.879595588,0.83409392,0.8649039,0.001435132,0.004048583,0.000742115,0.003064799,0.027441485,0.001645123,0.801321378,0.375897324,0,0.955223881,0.67680776,0.055641422,0.230769231,0.066666667,0,0.02739726,CD314
0.530440632,0.515578635,0.493606138,0.573958333,0.165614478,0.176002412,0.171930302,0.082725948,0.223616474,0.164974619,0.144873001,0.181362805,0.17962337,0.213872832,0.179356715,0.182496782,0.208061648,0.129464286,0.221448468,0.109157825,0.556291391,0.041519243,0.285249458,0.295997986,0.52446184,0.566037736,0.415590626,0.951765719,0.982758621,0.701793722,0.268907563,0.780051151,CD317
0.000908816,0.000661376,0,0.000947867,0.000591366,0.000917207,0.000897976,0.000377501,0.001027925,0.001515917,0,0.000402674,0.001529832,0.002053388,0.000172265,0,0.001196172,0,0.001450326,0.003030039,0.084170854,0.006408161,0.005719446,0.001958225,0.002040816,0.294117647,0.001623377,0.084919057,0.276785714,0.049716803,0.008064516,0.143162393,CD318
0.034390113,0.023966447,0.062626263,0.038338658,0.250419171,0.082712724,0.09263559,0.004852798,0.015523359,0.136267007,0.582338902,0.512714169,0.016021362,0.236434109,0.553773024,0.752878654,0.003194888,0.007352941,0.002552648,0.234332425,0.328502415,0.05077237,0.855416667,0.205286514,0.013513514,0.818181818,0.962363416,0.369219105,0.7,0.632149308,0.91,0.430107527,CD319
0.770388959,0.939698492,0.888888889,0.543021033,0.341032381,0.218087715,0.222422696,0.611094362,0.103078615,0.096035242,0.248265227,0.52146789,0.9793076,0.713534823,0.447330706,0.300726392,0.189955246,0.478555305,0.106090373,0.998780085,0.995606327,0.999142601,0.308571429,0.500172236,1,0.734375,0.305432596,1,1,0.944649446,1,0.933962264,CD31
0.822448181,0.73025732,0.924581006,0.901035673,0.82165807,0.855624932,0.886998634,0.967199087,0.931137319,0.762889601,0.773424191,0.831542729,0.912395493,0.96,0.771696345,0.829437776,0.608539095,0.715425532,0.581924577,0.997773829,0.993291592,0.993564205,0.958003953,0.956962025,0.989583333,0.947368421,0.988110403,0.996853933,0.973684211,0.946428571,0.957746479,0.977707006,CD321
0.513925256,0.506962352,0.796901893,0.379104478,0.035828269,0.035213109,0.037336469,0.04011314,0.04674221,0.022428174,0.040050858,0.044415001,0.050318685,0.063649222,0.041751666,0.042082351,0.017226148,0.035031847,0.014636696,0.2949163,0.90017616,0.962157976,0.181407942,0.120565046,0.59469697,0.109090909,0.01969914,0.957479508,0.948979592,0.290492958,0.689655172,0.643916914,CD323
0.001518987,0.000582411,0.006745363,0.000699301,0.000228428,0.000245623,0.000199704,0.000167616,0.000237812,0,0.000675219,0.000227656,0.000201532,0.000672495,0.00027859,0.000135263,0.000632711,0,0.000807754,0.005349308,0.037309214,0.002664781,0.003892944,0.005009393,0,0.017857143,0.003865979,0.053221289,0.136363636,0.030403173,0,0.012578616,CD324
0.009,0.010623229,0.013513514,0.005347594,0.006213169,0.007448187,0.007004232,0.00255848,0.012488174,0.002919321,0.005535055,0.005370029,0.014261266,0.009876543,0.003720765,0.002830456,0.01113294,0.008583691,0.011923688,0.591234063,0.385458167,0.116575336,0.034054054,0.133963751,0.036885246,0.04,0.009635526,0.351485149,0.530864198,0.18542654,0.035087719,0.077142857,CD325
0.003058104,0.001357773,0.009433962,0.002849003,0.002317979,0.002509333,0.002622498,0.001970055,0.003026736,0.0024888,0.002544529,0.002157497,0.001676914,0.003984064,0.002,0.00245098,0.001828154,0.005235602,0.00141844,0.000786537,0.003907424,0.000510551,0.007317849,0.008951407,0,0.048387097,0.000722282,0.0125,0.06122449,0.031542056,0,0.047337278,CD326
0.00612323,0.008356546,0.00968523,0.002169197,0.002340671,0.002650991,0.002011942,0.000917431,0.002542373,0.000891001,0.003762935,0.001775442,0.000769231,0.00265252,0.002167239,0.001759015,0.006920415,0,0.008633094,0.291993633,0.365237366,0.163619168,0.003428012,0.007770343,0.034482759,0.222222222,0.245019076,0.614338235,0.780952381,0.311884439,0,0.122905028,CD328
0.09178744,0.088118249,0.080234834,0.095744681,0.130493207,0.104780153,0.105737424,0.098852604,0.092077686,0.105993691,0.190146266,0.174583841,0.110652353,0.112262522,0.165152891,0.235123043,0.094721263,0.084249084,0.094602438,0.964450758,0.054753309,0.104618016,0.213603363,0.058249419,0.729083665,0.158730159,0.482782609,0.998597475,1,0.946564885,0.050847458,0.916184971,CD329
0.775212971,0.801696021,0.91394148,0.68930523,0.001990764,0.001928969,0.001779128,0.003296703,0.001539459,0,0.000759301,0.0014828,0.002781344,0.001153403,0.001265022,0.000901442,0.002906038,0.003215434,0.002881844,0.034810191,0.049295775,0.009087495,0.003507405,0.00233397,0.816326531,0.012658228,0.002915452,0.120322817,0.333333333,0.046044099,0,0.428571429,CD32
0.637207703,0.548571429,0.787479407,0.631907308,0.002728804,0.002997629,0.002814636,0.000891464,0.001363858,0.001514693,0.023502654,0.00245058,0.001792574,0.002144389,0.003411131,0.001931362,0.003044802,0.009090909,0.00166021,0.0860931,0.998425197,0.009633728,0.011585807,0.002631579,0.142857143,0.027027027,0.001359927,0.805200946,0.905882353,0.924128503,0.126984127,0.387205387,CD330
0.001969796,0.000758725,0.004651163,0.000946074,0.000848514,0.000151691,0.000171654,0,0.000253293,0,0.000809717,0.000778766,0,0,0.000525762,0.001763323,0,0,0,0.000581297,0.002621232,0.00055212,0.004424779,0.000422565,0.003174603,0.979591837,0.758364312,0.010327022,0.0625,0.050847458,0,0.019417476,CD335
0.000876808,0.000503018,0.001536098,0.000616143,0.00011566,0.000182216,0.000136458,0.000149321,6.99E-05,0,0.001116071,3.94E-05,0.000176554,0,0,0,0.000299133,0,0.000383583,0.002064451,0.00281988,0.00033578,0,0.000416753,0,0.170731707,0,0.003384095,0.016949153,0.023020775,0.375,0.011261261,CD336
0.007025761,0.005326232,0.010507881,0.006134969,0.006349861,0.001942635,0.001462932,0.002022803,0.001470588,0.000567054,0.002118644,0.0097281,0.009863589,0.004793289,0.014955812,0.006319753,0.005712246,0.012891344,0.003611738,0.009225092,0.077709611,0.006765804,0.017520216,0.007692308,0,0.93877551,0.844171779,0.097664544,0.365079365,0.088016249,0,0.022140221,CD337
0.007674944,0.007462687,0.011075949,0.00698812,0.003769198,0.004383504,0.003872599,0.001983769,0.005451508,0.003651539,0.001256281,0.002797985,0.005863039,0.007699711,0.002342787,0.000845666,0.008965517,0.009451796,0.00867679,0.165732899,0.165083135,0.002342849,0.029964449,0.089696331,0.034482759,0.132075472,0.010352761,0.051977921,0.12,0.131654264,0.073529412,0.111662531,CD338
0.043521023,0.045640726,0.032840722,0.043978349,0.042640379,0.04476971,0.041246711,0.042733533,0.041438943,0.033460588,0.058389262,0.039256889,0.047098214,0.035087719,0.03827951,0.03608615,0.075885329,0.091353997,0.071149675,0.999559686,0.994989263,0.142955232,0.012747875,0.023227133,0.992307692,0.375,0.004102097,0.997520661,1,0.938864629,0.975,0.942386831,CD33
0.001419648,0.001230769,0.006756757,0,0.000144492,0.000126295,0.000144613,0.000421053,0.000186254,0,0,0.000242601,0.001140901,0,0.000164096,0,0,0,0,0.000274008,0.005691769,0.000865733,0.000391083,0.000855139,0,0.076923077,0.008765244,0.014814815,0.1,0.022437841,0,0.015337423,CD340
0.022213562,0.0066313,0.029187817,0.039226833,0.001811594,0.003012653,0.002984687,0,0.002784458,0.007606788,0.001152074,0.000343132,0,0.001075847,0.000713097,0.000117123,0.002148805,0.001231527,0.002442428,0.00087237,0.007968127,0.000156509,0.001748252,0.00241671,0,0,0.001539646,0.006864989,0.032258065,0.033352838,0.015625,0.026041667,CD344
0.000520021,0.000577701,0.001689189,0,0.000202814,0.000272647,0.000191821,0.000162707,0.000156998,0.000410425,0,8.82E-05,0,0,0,0.000258365,0.000988794,0,0.001268499,0.000109397,0.005005562,0.019864307,0,0.000223914,0,0,0,0.005208333,0.028571429,0.015151515,0.03030303,0.007380074,CD34
0.999180496,1,1,0.997772829,0.991252568,0.991561934,0.991227485,0.992803725,0.998731981,0.994567404,0.92832597,0.996707378,0.993379791,1,0.996774194,0.998914813,0.994419971,0.978386167,0.998492273,0.010018143,0.995169082,0.116768323,0.998250984,0.997115939,0.436708861,1,0.996138996,0.071292776,0.369047619,0.115061409,0.214285714,0.182352941,CD352
0.006491499,0.003055768,0.005484461,0.009532062,0.007622728,0.008152938,0.008231014,0.006887915,0.00620169,0.009350518,0.023664638,0.007032556,0.009241706,0.009135629,0.007440707,0.004849138,0.007734807,0.01002004,0.007359706,0.997273039,0.124044944,0.061979864,0.005538771,0.016318088,0.031884058,0.081967213,0.005391954,0.997869621,1,0.822864322,0.135135135,0.787581699,CD354
